ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to
T-1528,Low,On Hold,Software,Email Not Working,Automatically generated ticket #529,2023-08-01,2023-08-17,David
T-1529,High,On Hold,Software,Software Installation Request,Automatically generated ticket #530,2023-03-13,,Admin
T-1530,Critical,In Progress,Access Request,VPN Issue,Automatically generated ticket #531,2023-08-31,2023-09-02,ITSupport
T-1531,High,Open,Security,Unauthorized Login Attempt,Automatically generated ticket #532,2024-01-22,2024-02-05,SecurityTeam
T-1532,Low,Open,Network,Software Installation Request,Automatically generated ticket #533,2024-06-14,2024-07-01,David
T-1533,Medium,Resolved,Software,Password Reset,Automatically generated ticket #534,2024-05-20,,Sara
T-1534,Low,Open,Security,Printer Not Responding,Automatically generated ticket #535,2023-08-06,2023-08-20,David
T-1535,High,Resolved,Access Request,VPN Issue,Automatically generated ticket #536,2023-02-21,,SecurityTeam
T-1536,Medium,Open,Hardware,Password Reset,Automatically generated ticket #537,2023-01-19,2023-02-08,David
T-1537,Critical,Resolved,Email,Printer Not Responding,Automatically generated ticket #538,2023-07-05,,Admin
T-1538,Low,In Progress,Email,Slow Internet,Automatically generated ticket #539,2023-12-16,2023-12-30,SecurityTeam
T-1539,Medium,Open,Software,Password Reset,Automatically generated ticket #540,2024-01-29,2024-02-07,Admin
T-1540,Medium,On Hold,Network,Software Installation Request,Automatically generated ticket #541,2024-08-06,,Michael
T-1541,Critical,Resolved,Email,VPN Issue,Automatically generated ticket #542,2024-03-01,2024-03-10,Sara
T-1542,High,Open,Security,VPN Issue,Automatically generated ticket #543,2023-07-10,2023-07-19,Sara
T-1543,Critical,In Progress,Network,Malware Detected,Automatically generated ticket #544,2023-01-19,,Sara
T-1544,Low,In Progress,Hardware,Account Locked,Automatically generated ticket #545,2024-04-05,2024-04-12,SecurityTeam
T-1545,Critical,Resolved,Access Request,Password Reset,Automatically generated ticket #546,2024-04-04,,SecurityTeam
T-1546,Low,In Progress,Access Request,Software Installation Request,Automatically generated ticket #547,2023-12-26,,Michael
T-1547,Low,Resolved,Security,Account Locked,Automatically generated ticket #548,2023-02-12,2023-02-15,Michael
T-1548,High,In Progress,Access Request,System Crash,Automatically generated ticket #549,2024-02-02,,Michael
T-1549,Medium,Open,Software,Slow Internet,Automatically generated ticket #550,2024-05-12,,Michael
T-1550,Critical,On Hold,Network,Unauthorized Login Attempt,Automatically generated ticket #551,2023-12-30,2024-01-17,Michael
T-1551,High,Open,Security,Account Locked,Automatically generated ticket #552,2023-07-13,2023-08-02,ITSupport
T-1552,Low,In Progress,Access Request,Software Installation Request,Automatically generated ticket #553,2024-10-11,,ITSupport
T-1553,Low,Resolved,Hardware,Malware Detected,Automatically generated ticket #554,2023-02-17,2023-03-07,David
T-1554,Critical,In Progress,Network,Printer Not Responding,Automatically generated ticket #555,2024-10-10,2024-10-20,Michael
T-1555,High,Resolved,Network,Account Locked,Automatically generated ticket #556,2024-08-11,2024-08-30,ITSupport
T-1556,Critical,Open,Software,Printer Not Responding,Automatically generated ticket #557,2023-05-18,2023-05-24,David
T-1557,Low,On Hold,Hardware,Malware Detected,Automatically generated ticket #558,2024-05-26,2024-06-04,Michael
T-1558,Low,In Progress,Network,Slow Internet,Automatically generated ticket #559,2023-07-04,2023-07-11,ITSupport
T-1559,Medium,In Progress,Network,Slow Internet,Automatically generated ticket #560,2023-01-12,2023-01-22,Anna
T-1560,Critical,Resolved,Email,Email Not Working,Automatically generated ticket #561,2024-04-21,2024-04-27,Anna
T-1561,Medium,In Progress,Hardware,Slow Internet,Automatically generated ticket #562,2023-05-09,2023-05-14,ITSupport
T-1562,Low,Open,Security,Software Installation Request,Automatically generated ticket #563,2023-12-23,2024-01-06,SecurityTeam
T-1563,Medium,Resolved,Access Request,Software Installation Request,Automatically generated ticket #564,2024-07-03,2024-07-21,David
T-1564,Low,Open,Software,Malware Detected,Automatically generated ticket #565,2023-04-24,,Admin
T-1565,Medium,Resolved,Network,Malware Detected,Automatically generated ticket #566,2024-01-27,2024-02-03,Michael
T-1566,High,In Progress,Access Request,System Crash,Automatically generated ticket #567,2024-04-14,,SecurityTeam
T-1567,Low,In Progress,Hardware,Slow Internet,Automatically generated ticket #568,2024-07-14,2024-07-28,ITSupport
T-1568,Critical,On Hold,Email,Password Reset,Automatically generated ticket #569,2023-07-03,2023-07-14,SecurityTeam
T-1569,Low,Resolved,Email,System Crash,Automatically generated ticket #570,2024-03-31,2024-04-15,Michael
T-1570,Medium,Resolved,Network,Malware Detected,Automatically generated ticket #571,2024-07-23,2024-07-31,Michael
T-1571,High,In Progress,Access Request,Password Reset,Automatically generated ticket #572,2024-06-02,2024-06-09,Anna
T-1572,Low,In Progress,Access Request,System Crash,Automatically generated ticket #573,2023-06-18,,David
T-1573,High,In Progress,Software,Unauthorized Login Attempt,Automatically generated ticket #574,2023-10-20,2023-11-09,SecurityTeam
T-1574,Low,Resolved,Email,VPN Issue,Automatically generated ticket #575,2024-04-27,2024-04-29,SecurityTeam
T-1575,Low,On Hold,Access Request,Password Reset,Automatically generated ticket #576,2023-12-31,2024-01-14,Admin
T-1576,Medium,On Hold,Network,Printer Not Responding,Automatically generated ticket #577,2023-09-12,2023-09-27,SecurityTeam
T-1577,Critical,In Progress,Email,Software Installation Request,Automatically generated ticket #578,2024-10-26,2024-10-29,Sara
T-1578,Medium,In Progress,Hardware,System Crash,Automatically generated ticket #579,2024-06-08,,David
T-1579,Low,On Hold,Software,Malware Detected,Automatically generated ticket #580,2024-01-05,,David
T-1580,Medium,Resolved,Network,Slow Internet,Automatically generated ticket #581,2024-08-29,,Admin
T-1581,Critical,In Progress,Email,Unauthorized Login Attempt,Automatically generated ticket #582,2024-08-06,2024-08-24,Sara
T-1582,High,On Hold,Email,VPN Issue,Automatically generated ticket #583,2024-05-19,,Admin
T-1583,Critical,In Progress,Software,Software Installation Request,Automatically generated ticket #584,2023-01-21,2023-01-30,Michael
T-1584,Low,Resolved,Network,Unauthorized Login Attempt,Automatically generated ticket #585,2024-07-22,2024-08-08,Anna
T-1585,Low,In Progress,Software,Software Installation Request,Automatically generated ticket #586,2023-02-02,,Anna
T-1586,Low,Open,Hardware,Email Not Working,Automatically generated ticket #587,2024-01-31,2024-02-07,ITSupport
T-1587,Critical,On Hold,Email,VPN Issue,Automatically generated ticket #588,2024-09-10,2024-09-30,ITSupport
T-1588,Medium,Open,Security,Email Not Working,Automatically generated ticket #589,2023-12-24,,Anna
T-1589,Critical,Resolved,Access Request,Account Locked,Automatically generated ticket #590,2023-05-01,,Michael
T-1590,High,Resolved,Hardware,Unauthorized Login Attempt,Automatically generated ticket #591,2023-07-10,2023-07-27,Sara
T-1591,Critical,On Hold,Security,Unauthorized Login Attempt,Automatically generated ticket #592,2023-07-28,,Anna
T-1592,Medium,On Hold,Email,Email Not Working,Automatically generated ticket #593,2023-11-08,2023-11-17,Anna
T-1593,High,Open,Email,VPN Issue,Automatically generated ticket #594,2024-08-14,2024-08-21,SecurityTeam
T-1594,Critical,On Hold,Software,VPN Issue,Automatically generated ticket #595,2023-08-25,,Admin
T-1595,Critical,Open,Email,Malware Detected,Automatically generated ticket #596,2024-06-08,2024-06-13,Anna
T-1596,High,Open,Security,Printer Not Responding,Automatically generated ticket #597,2024-10-30,2024-11-16,David
T-1597,Medium,On Hold,Access Request,Password Reset,Automatically generated ticket #598,2023-07-03,2023-07-10,Anna
T-1598,Low,Open,Hardware,Printer Not Responding,Automatically generated ticket #599,2024-06-30,,Admin
T-1599,Low,Open,Security,Password Reset,Automatically generated ticket #600,2023-09-03,2023-09-11,Michael
T-1600,Low,In Progress,Access Request,Account Locked,Automatically generated ticket #601,2024-09-14,2024-09-24,ITSupport
T-1601,High,On Hold,Network,Slow Internet,Automatically generated ticket #602,2023-05-31,2023-06-06,Sara
T-1602,High,Resolved,Email,Printer Not Responding,Automatically generated ticket #603,2024-03-31,2024-04-11,David
T-1603,Medium,On Hold,Access Request,Account Locked,Automatically generated ticket #604,2024-10-22,2024-10-26,David
T-1604,Medium,In Progress,Email,VPN Issue,Automatically generated ticket #605,2023-06-21,2023-07-07,Sara
T-1605,High,On Hold,Security,Email Not Working,Automatically generated ticket #606,2023-09-25,2023-10-02,David
T-1606,Critical,Open,Access Request,Malware Detected,Automatically generated ticket #607,2024-08-15,,Sara
T-1607,High,Open,Security,Software Installation Request,Automatically generated ticket #608,2023-10-02,,Sara
T-1608,High,Resolved,Security,Slow Internet,Automatically generated ticket #609,2023-04-29,,Michael
T-1609,Low,On Hold,Software,Account Locked,Automatically generated ticket #610,2023-07-22,2023-08-05,Anna
T-1610,Critical,Resolved,Security,Unauthorized Login Attempt,Automatically generated ticket #611,2023-02-20,2023-03-08,ITSupport
T-1611,Critical,In Progress,Network,Printer Not Responding,Automatically generated ticket #612,2024-07-16,2024-08-01,David
T-1612,Low,Open,Software,Account Locked,Automatically generated ticket #613,2024-07-14,2024-07-16,SecurityTeam
T-1613,Critical,Resolved,Hardware,Email Not Working,Automatically generated ticket #614,2023-10-18,2023-10-25,Admin
T-1614,High,Open,Hardware,Password Reset,Automatically generated ticket #615,2023-01-03,,Anna
T-1615,Medium,On Hold,Software,Password Reset,Automatically generated ticket #616,2023-10-28,,ITSupport
T-1616,Critical,Resolved,Network,Password Reset,Automatically generated ticket #617,2024-03-29,2024-04-18,Admin
T-1617,Critical,In Progress,Network,Printer Not Responding,Automatically generated ticket #618,2024-01-11,2024-01-31,Admin
T-1618,Medium,Open,Hardware,Email Not Working,Automatically generated ticket #619,2023-08-11,2023-08-13,Sara
T-1619,High,In Progress,Email,Printer Not Responding,Automatically generated ticket #620,2023-12-20,2024-01-06,SecurityTeam
T-1620,Medium,In Progress,Network,Malware Detected,Automatically generated ticket #621,2024-09-24,2024-10-09,David
T-1621,Low,Open,Access Request,System Crash,Automatically generated ticket #622,2023-03-17,2023-04-01,David
T-1622,Low,On Hold,Email,VPN Issue,Automatically generated ticket #623,2024-05-06,,Sara
T-1623,Low,Resolved,Network,Password Reset,Automatically generated ticket #624,2024-10-08,2024-10-09,Admin
T-1624,Medium,Open,Security,Email Not Working,Automatically generated ticket #625,2023-08-01,2023-08-17,SecurityTeam
T-1625,Low,Resolved,Email,Password Reset,Automatically generated ticket #626,2024-08-08,2024-08-09,David
T-1626,Critical,Open,Hardware,VPN Issue,Automatically generated ticket #627,2024-09-06,2024-09-13,SecurityTeam
T-1627,High,Resolved,Access Request,Printer Not Responding,Automatically generated ticket #628,2023-04-25,2023-04-28,Admin
T-1628,Medium,In Progress,Email,Email Not Working,Automatically generated ticket #629,2023-11-30,2023-12-17,Sara
T-1629,Critical,Resolved,Email,Email Not Working,Automatically generated ticket #630,2024-01-07,2024-01-25,Anna
T-1630,High,In Progress,Email,Slow Internet,Automatically generated ticket #631,2023-02-01,2023-02-16,SecurityTeam
T-1631,Critical,Resolved,Email,Malware Detected,Automatically generated ticket #632,2024-11-26,2024-12-07,SecurityTeam
T-1632,Medium,On Hold,Security,Unauthorized Login Attempt,Automatically generated ticket #633,2024-04-01,2024-04-03,Admin
T-1633,Low,Resolved,Access Request,Printer Not Responding,Automatically generated ticket #634,2023-07-28,2023-08-14,Anna
T-1634,High,In Progress,Network,System Crash,Automatically generated ticket #635,2023-12-27,2024-01-12,ITSupport
T-1635,Low,Open,Security,Printer Not Responding,Automatically generated ticket #636,2023-09-29,,Michael
T-1636,Medium,Open,Security,Printer Not Responding,Automatically generated ticket #637,2023-05-19,2023-06-05,Sara
T-1637,High,Open,Access Request,System Crash,Automatically generated ticket #638,2024-11-24,2024-12-10,Michael
T-1638,Medium,Resolved,Email,Email Not Working,Automatically generated ticket #639,2024-11-02,2024-11-20,Sara
T-1639,Critical,Resolved,Hardware,Password Reset,Automatically generated ticket #640,2024-09-28,2024-10-17,ITSupport
T-1640,High,Open,Software,Malware Detected,Automatically generated ticket #641,2023-10-04,2023-10-19,Michael
T-1641,High,Open,Hardware,Slow Internet,Automatically generated ticket #642,2023-03-21,,Michael
T-1642,High,Resolved,Access Request,VPN Issue,Automatically generated ticket #643,2024-07-07,2024-07-12,SecurityTeam
T-1643,Low,Open,Security,Password Reset,Automatically generated ticket #644,2024-05-28,2024-06-17,Anna
T-1644,Medium,On Hold,Network,Account Locked,Automatically generated ticket #645,2023-03-15,,ITSupport
T-1645,Medium,On Hold,Email,VPN Issue,Automatically generated ticket #646,2023-09-11,2023-09-24,SecurityTeam
T-1646,High,On Hold,Email,Unauthorized Login Attempt,Automatically generated ticket #647,2023-01-26,,ITSupport
T-1647,Medium,Resolved,Hardware,Email Not Working,Automatically generated ticket #648,2023-10-04,2023-10-24,David
T-1648,Critical,In Progress,Hardware,Slow Internet,Automatically generated ticket #649,2024-01-25,2024-01-28,Michael
T-1649,Medium,In Progress,Network,VPN Issue,Automatically generated ticket #650,2023-10-14,,Sara
T-1650,Low,On Hold,Email,Unauthorized Login Attempt,Automatically generated ticket #651,2023-03-18,2023-03-28,David
T-1651,Low,Resolved,Access Request,Account Locked,Automatically generated ticket #652,2024-02-24,2024-03-14,David
T-1652,Low,Open,Network,Printer Not Responding,Automatically generated ticket #653,2023-04-09,2023-04-19,SecurityTeam
T-1653,Critical,On Hold,Hardware,Password Reset,Automatically generated ticket #654,2024-03-29,,Admin
T-1654,Critical,In Progress,Email,System Crash,Automatically generated ticket #655,2023-02-02,,ITSupport
T-1655,High,In Progress,Network,Password Reset,Automatically generated ticket #656,2024-10-22,2024-10-23,Admin
T-1656,Low,In Progress,Software,Malware Detected,Automatically generated ticket #657,2023-03-16,2023-04-03,Admin
T-1657,Critical,On Hold,Network,Software Installation Request,Automatically generated ticket #658,2024-11-24,,Sara
T-1658,Low,On Hold,Hardware,Email Not Working,Automatically generated ticket #659,2024-05-08,,SecurityTeam
T-1659,Low,On Hold,Email,Password Reset,Automatically generated ticket #660,2023-08-23,,ITSupport
T-1660,Low,Open,Email,Malware Detected,Automatically generated ticket #661,2023-10-24,2023-11-07,SecurityTeam
T-1661,Low,Resolved,Software,Malware Detected,Automatically generated ticket #662,2023-11-27,2023-12-10,Michael
T-1662,Low,In Progress,Network,Account Locked,Automatically generated ticket #663,2023-03-29,2023-04-02,ITSupport
T-1663,Low,Open,Security,Printer Not Responding,Automatically generated ticket #664,2023-10-10,2023-10-14,SecurityTeam
T-1664,Low,In Progress,Network,Malware Detected,Automatically generated ticket #665,2023-03-27,,ITSupport
T-1665,Critical,Resolved,Access Request,Software Installation Request,Automatically generated ticket #666,2023-08-12,2023-08-23,SecurityTeam
T-1666,Low,Resolved,Network,VPN Issue,Automatically generated ticket #667,2023-05-06,2023-05-19,Admin
T-1667,Medium,On Hold,Email,Unauthorized Login Attempt,Automatically generated ticket #668,2024-10-12,,Michael
T-1668,Critical,Resolved,Hardware,System Crash,Automatically generated ticket #669,2024-10-01,,Sara
T-1669,High,Open,Email,Password Reset,Automatically generated ticket #670,2023-08-14,2023-09-01,Michael
T-1670,Medium,Open,Network,Password Reset,Automatically generated ticket #671,2024-08-09,2024-08-25,David
T-1671,Low,On Hold,Access Request,Software Installation Request,Automatically generated ticket #672,2023-09-12,,Admin
T-1672,High,Resolved,Security,Unauthorized Login Attempt,Automatically generated ticket #673,2024-02-23,2024-03-13,Anna
T-1673,High,In Progress,Software,VPN Issue,Automatically generated ticket #674,2024-11-27,2024-12-13,SecurityTeam
T-1674,High,Open,Security,Slow Internet,Automatically generated ticket #675,2024-09-25,,SecurityTeam
T-1675,Medium,Open,Hardware,Password Reset,Automatically generated ticket #676,2023-02-21,,Sara
T-1676,Low,Open,Access Request,Malware Detected,Automatically generated ticket #677,2024-04-13,2024-04-28,ITSupport
T-1677,High,Resolved,Hardware,Software Installation Request,Automatically generated ticket #678,2023-05-31,,Sara
T-1678,High,On Hold,Email,Software Installation Request,Automatically generated ticket #679,2023-10-05,,ITSupport
T-1679,Critical,Resolved,Email,Software Installation Request,Automatically generated ticket #680,2023-09-02,,SecurityTeam
T-1680,Medium,On Hold,Security,Slow Internet,Automatically generated ticket #681,2024-02-08,,Sara
T-1681,Low,Resolved,Hardware,Unauthorized Login Attempt,Automatically generated ticket #682,2023-08-05,2023-08-22,Sara
T-1682,Low,Resolved,Hardware,Slow Internet,Automatically generated ticket #683,2023-01-16,2023-02-02,SecurityTeam
T-1683,Medium,In Progress,Access Request,Password Reset,Automatically generated ticket #684,2024-02-09,2024-02-12,David
T-1684,Low,Open,Software,Slow Internet,Automatically generated ticket #685,2023-06-12,2023-06-27,Admin
T-1685,High,Open,Network,Malware Detected,Automatically generated ticket #686,2023-11-27,2023-12-16,Anna
T-1686,Medium,Open,Access Request,Printer Not Responding,Automatically generated ticket #687,2023-05-28,,ITSupport
T-1687,Low,On Hold,Email,Account Locked,Automatically generated ticket #688,2023-05-15,,ITSupport
T-1688,High,Open,Email,VPN Issue,Automatically generated ticket #689,2023-11-25,2023-12-02,Anna
T-1689,Critical,Open,Security,Unauthorized Login Attempt,Automatically generated ticket #690,2023-09-14,2023-09-15,Sara
T-1690,High,In Progress,Network,Slow Internet,Automatically generated ticket #691,2024-10-28,2024-11-13,Anna
T-1691,Low,Resolved,Software,Software Installation Request,Automatically generated ticket #692,2023-12-20,2023-12-27,Admin
T-1692,Medium,In Progress,Network,Printer Not Responding,Automatically generated ticket #693,2023-07-28,,ITSupport
T-1693,High,In Progress,Security,Printer Not Responding,Automatically generated ticket #694,2023-08-12,2023-08-14,Anna
T-1694,Low,On Hold,Access Request,Account Locked,Automatically generated ticket #695,2024-11-25,2024-12-12,Michael
T-1695,High,Open,Hardware,Slow Internet,Automatically generated ticket #696,2023-12-29,2024-01-11,David
T-1696,Low,Resolved,Email,VPN Issue,Automatically generated ticket #697,2024-07-05,2024-07-14,David
T-1697,High,In Progress,Hardware,Email Not Working,Automatically generated ticket #698,2024-11-06,,Anna
T-1698,Critical,On Hold,Security,Software Installation Request,Automatically generated ticket #699,2024-04-26,2024-05-01,ITSupport
T-1699,High,On Hold,Network,Email Not Working,Automatically generated ticket #700,2024-09-17,,Anna
T-1700,Critical,Resolved,Software,Software Installation Request,Automatically generated ticket #701,2024-08-10,,Sara
T-1701,Critical,On Hold,Email,Malware Detected,Automatically generated ticket #702,2023-08-12,2023-08-22,Sara
T-1702,High,In Progress,Security,VPN Issue,Automatically generated ticket #703,2024-02-21,2024-03-03,Admin
T-1703,Medium,In Progress,Software,Printer Not Responding,Automatically generated ticket #704,2023-10-07,2023-10-13,Michael
T-1704,Low,Open,Software,VPN Issue,Automatically generated ticket #705,2023-05-03,,Sara
T-1705,Critical,Open,Access Request,System Crash,Automatically generated ticket #706,2023-02-28,2023-03-01,Admin
T-1706,High,Open,Software,VPN Issue,Automatically generated ticket #707,2023-08-08,,Anna
T-1707,Critical,In Progress,Email,Account Locked,Automatically generated ticket #708,2023-06-02,2023-06-13,Anna
T-1708,Low,Open,Email,Software Installation Request,Automatically generated ticket #709,2024-11-26,2024-11-29,ITSupport
T-1709,High,On Hold,Email,VPN Issue,Automatically generated ticket #710,2023-12-21,,Anna
T-1710,Low,Resolved,Software,Account Locked,Automatically generated ticket #711,2024-03-23,2024-03-29,SecurityTeam
T-1711,Medium,Resolved,Security,Password Reset,Automatically generated ticket #712,2024-09-14,2024-09-30,Anna
T-1712,Low,On Hold,Access Request,Password Reset,Automatically generated ticket #713,2023-02-02,,Admin
T-1713,High,Resolved,Access Request,Printer Not Responding,Automatically generated ticket #714,2024-04-24,2024-05-14,Sara
T-1714,High,Open,Network,Printer Not Responding,Automatically generated ticket #715,2024-08-27,2024-09-04,Sara
T-1715,Medium,In Progress,Network,Password Reset,Automatically generated ticket #716,2024-01-01,,SecurityTeam
T-1716,Medium,In Progress,Hardware,Email Not Working,Automatically generated ticket #717,2024-11-16,,David
T-1717,Low,Open,Security,Unauthorized Login Attempt,Automatically generated ticket #718,2024-02-07,,SecurityTeam
T-1718,Medium,Resolved,Email,System Crash,Automatically generated ticket #719,2023-01-14,2023-01-24,SecurityTeam
T-1719,Critical,In Progress,Software,Printer Not Responding,Automatically generated ticket #720,2024-01-12,,ITSupport
T-1720,Low,Resolved,Network,VPN Issue,Automatically generated ticket #721,2023-05-14,2023-05-21,Michael
T-1721,Critical,Open,Network,Account Locked,Automatically generated ticket #722,2024-07-17,2024-07-19,Admin
T-1722,Medium,Open,Hardware,Account Locked,Automatically generated ticket #723,2023-04-06,2023-04-24,Anna
T-1723,High,Resolved,Hardware,Password Reset,Automatically generated ticket #724,2024-08-14,2024-09-03,ITSupport
T-1724,Critical,Open,Access Request,Unauthorized Login Attempt,Automatically generated ticket #725,2024-06-06,2024-06-10,David
T-1725,Medium,In Progress,Email,Account Locked,Automatically generated ticket #726,2023-11-14,2023-11-15,SecurityTeam
T-1726,Low,In Progress,Access Request,Printer Not Responding,Automatically generated ticket #727,2023-08-30,2023-09-16,Sara
T-1727,Critical,Resolved,Email,Software Installation Request,Automatically generated ticket #728,2024-06-03,2024-06-04,David
T-1728,High,On Hold,Email,VPN Issue,Automatically generated ticket #729,2023-10-13,2023-10-30,Admin
T-1729,High,On Hold,Software,VPN Issue,Automatically generated ticket #730,2024-02-13,2024-02-14,Sara
T-1730,High,On Hold,Access Request,Software Installation Request,Automatically generated ticket #731,2024-09-20,2024-09-26,Michael
T-1731,Low,On Hold,Security,Unauthorized Login Attempt,Automatically generated ticket #732,2023-07-22,,SecurityTeam
T-1732,High,Resolved,Network,Password Reset,Automatically generated ticket #733,2024-01-04,2024-01-09,Sara
T-1733,High,On Hold,Security,Account Locked,Automatically generated ticket #734,2024-01-29,,Michael
T-1734,High,Resolved,Email,Software Installation Request,Automatically generated ticket #735,2023-09-14,2023-09-27,David
T-1735,Medium,In Progress,Software,System Crash,Automatically generated ticket #736,2023-12-10,,SecurityTeam
T-1736,Critical,Resolved,Software,Account Locked,Automatically generated ticket #737,2023-12-03,,SecurityTeam
T-1737,Low,Open,Network,Malware Detected,Automatically generated ticket #738,2023-02-15,,ITSupport
T-1738,Medium,Resolved,Email,Software Installation Request,Automatically generated ticket #739,2023-08-25,,Michael
T-1739,Low,On Hold,Access Request,Malware Detected,Automatically generated ticket #740,2023-03-25,2023-04-14,SecurityTeam
T-1740,Critical,In Progress,Access Request,Unauthorized Login Attempt,Automatically generated ticket #741,2023-01-08,2023-01-20,David
T-1741,Medium,In Progress,Hardware,System Crash,Automatically generated ticket #742,2023-08-31,2023-09-03,Michael
T-1742,High,Open,Security,Slow Internet,Automatically generated ticket #743,2023-11-07,2023-11-08,David
T-1743,Low,On Hold,Network,Slow Internet,Automatically generated ticket #744,2023-04-09,2023-04-22,Anna
T-1744,High,Open,Network,Password Reset,Automatically generated ticket #745,2023-05-05,2023-05-22,Sara
T-1745,Low,Resolved,Email,Unauthorized Login Attempt,Automatically generated ticket #746,2023-08-05,,Anna
T-1746,High,Open,Email,Email Not Working,Automatically generated ticket #747,2023-06-18,2023-07-04,David
T-1747,Medium,Open,Access Request,Account Locked,Automatically generated ticket #748,2023-07-23,2023-08-09,Anna
T-1748,Low,On Hold,Software,Slow Internet,Automatically generated ticket #749,2024-05-22,2024-05-26,ITSupport
T-1749,High,Resolved,Access Request,System Crash,Automatically generated ticket #750,2023-10-29,2023-11-02,David
T-1750,High,Open,Security,System Crash,Automatically generated ticket #751,2024-06-19,,Anna
T-1751,Low,In Progress,Network,Malware Detected,Automatically generated ticket #752,2023-05-16,2023-05-28,SecurityTeam
T-1752,Medium,Open,Software,Malware Detected,Automatically generated ticket #753,2023-03-20,2023-04-08,David
T-1753,High,In Progress,Software,Unauthorized Login Attempt,Automatically generated ticket #754,2024-10-05,,ITSupport
T-1754,Critical,In Progress,Access Request,VPN Issue,Automatically generated ticket #755,2024-03-25,2024-03-29,David
T-1755,Medium,Resolved,Security,VPN Issue,Automatically generated ticket #756,2023-07-05,2023-07-24,David
T-1756,Medium,On Hold,Hardware,Software Installation Request,Automatically generated ticket #757,2024-04-25,2024-05-03,SecurityTeam
T-1757,High,Open,Email,Account Locked,Automatically generated ticket #758,2023-04-14,2023-05-03,Michael
T-1758,Low,In Progress,Email,Password Reset,Automatically generated ticket #759,2023-08-12,,Sara
T-1759,Medium,In Progress,Hardware,Software Installation Request,Automatically generated ticket #760,2024-09-12,2024-09-25,SecurityTeam
T-1760,Critical,Open,Software,Software Installation Request,Automatically generated ticket #761,2024-07-02,2024-07-22,Anna
T-1761,High,Open,Hardware,Password Reset,Automatically generated ticket #762,2023-12-17,2024-01-02,Sara
T-1762,Low,Open,Software,Email Not Working,Automatically generated ticket #763,2023-10-26,2023-11-14,ITSupport
T-1763,Medium,Resolved,Hardware,Password Reset,Automatically generated ticket #764,2023-01-01,,David
T-1764,High,On Hold,Software,Software Installation Request,Automatically generated ticket #765,2023-05-22,2023-05-27,SecurityTeam
T-1765,High,In Progress,Email,Account Locked,Automatically generated ticket #766,2024-09-30,2024-10-20,ITSupport
T-1766,Low,On Hold,Email,Printer Not Responding,Automatically generated ticket #767,2024-06-15,,David
T-1767,High,Open,Network,Account Locked,Automatically generated ticket #768,2023-06-04,2023-06-05,ITSupport
T-1768,Low,On Hold,Security,VPN Issue,Automatically generated ticket #769,2024-05-27,,ITSupport
T-1769,Low,In Progress,Hardware,Unauthorized Login Attempt,Automatically generated ticket #770,2024-10-17,2024-10-22,David
T-1770,High,On Hold,Network,System Crash,Automatically generated ticket #771,2023-12-05,2023-12-09,David
T-1771,Low,In Progress,Email,Printer Not Responding,Automatically generated ticket #772,2023-05-31,2023-06-04,Anna
T-1772,Medium,Resolved,Security,Slow Internet,Automatically generated ticket #773,2024-07-25,2024-07-27,Anna
T-1773,High,In Progress,Security,System Crash,Automatically generated ticket #774,2023-02-14,2023-03-04,Admin
T-1774,Critical,In Progress,Security,Software Installation Request,Automatically generated ticket #775,2023-09-12,2023-10-01,Admin
T-1775,High,On Hold,Security,Printer Not Responding,Automatically generated ticket #776,2024-10-25,,SecurityTeam
T-1776,Critical,Resolved,Security,VPN Issue,Automatically generated ticket #777,2024-06-28,2024-07-04,ITSupport
T-1777,Medium,Resolved,Email,Account Locked,Automatically generated ticket #778,2024-09-17,,ITSupport
T-1778,High,In Progress,Access Request,Software Installation Request,Automatically generated ticket #779,2024-06-12,,Sara
T-1779,Low,Open,Security,Software Installation Request,Automatically generated ticket #780,2023-04-27,2023-04-28,ITSupport
T-1780,Low,In Progress,Access Request,VPN Issue,Automatically generated ticket #781,2023-06-09,2023-06-13,Anna
T-1781,High,In Progress,Email,Account Locked,Automatically generated ticket #782,2023-01-23,2023-02-05,Michael
T-1782,High,On Hold,Security,Email Not Working,Automatically generated ticket #783,2024-01-19,2024-01-31,Michael
T-1783,High,On Hold,Security,Password Reset,Automatically generated ticket #784,2023-03-23,,Michael
T-1784,Critical,Resolved,Access Request,Printer Not Responding,Automatically generated ticket #785,2023-11-24,2023-11-30,ITSupport
T-1785,Critical,In Progress,Hardware,Printer Not Responding,Automatically generated ticket #786,2024-03-25,2024-03-26,ITSupport
T-1786,Critical,On Hold,Security,Malware Detected,Automatically generated ticket #787,2024-04-19,2024-04-28,Michael
T-1787,Critical,Open,Access Request,Software Installation Request,Automatically generated ticket #788,2023-11-02,,Sara
T-1788,Medium,Resolved,Access Request,VPN Issue,Automatically generated ticket #789,2023-01-04,,Anna
T-1789,High,On Hold,Email,Email Not Working,Automatically generated ticket #790,2023-02-08,2023-02-10,Admin
T-1790,Critical,On Hold,Hardware,Unauthorized Login Attempt,Automatically generated ticket #791,2023-05-07,,Admin
T-1791,Critical,In Progress,Software,Password Reset,Automatically generated ticket #792,2023-08-23,2023-09-09,Sara
T-1792,Low,In Progress,Security,Printer Not Responding,Automatically generated ticket #793,2024-07-24,2024-07-25,SecurityTeam
